Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Lag_1,Lag_4,Lag_12
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,1507460.69,1513080.49,1422711.6
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.786999999999999,2010,9,38,1430378.67,1449142.92,1492418.14
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,1351791.03,1540163.53,1546074.18
1,2010-10-08,1508239.93,0,63.93000000000001,2.633,211.7467544,7.838,2010,10,40,1453329.5,1507460.69,1448938.92
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,1508239.93,1430378.67,1385065.2
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,1459409.1,1351791.03,1371986.6
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,1345454.0,1453329.5,1605491.78
1,2010-11-05,1551659.28,0,58.739999999999995,2.689,211.9563939,7.838,2010,11,44,1384209.22,1508239.93,1508237.76
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,1551659.28,1459409.1,1513080.49
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,1494479.49,1345454.0,1449142.92
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,1483784.18,1384209.22,1540163.53
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838000000000001,2010,12,48,1955624.11,1551659.28,1507460.69
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838000000000001,2010,12,49,1548033.78,1494479.49,1430378.67
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,1682614.26,1483784.18,1351791.03
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,1891034.93,1955624.11,1453329.5
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838000000000001,2010,12,52,2387950.2,1548033.78,1508239.93
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,1367320.01,1682614.26,1459409.1
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,1444732.28,1891034.93,1345454.0
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,1391013.96,2387950.2,1384209.22
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,1327405.42,1367320.01,1551659.28
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,1316899.31,1444732.28,1494479.49
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,1606629.58,1391013.96,1483784.18
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,1649614.93,1327405.42,1955624.11
1,2011-02-25,1456800.28,0,62.900000000000006,3.065,213.535609,7.742,2011,2,8,1686842.78,1316899.31,1548033.78
1,2011-03-04,1636263.41,0,59.580000000000005,3.288,213.8233327,7.742000000000001,2011,3,9,1456800.28,1606629.58,1682614.26
1,2011-03-11,1553191.6300000001,0,53.56,3.459,214.1110564,7.742,2011,3,10,1636263.41,1649614.93,1891034.93
1,2011-03-18,1576818.06,0,62.760000000000005,3.488,214.3627114,7.742,2011,3,11,1553191.6300000001,1686842.78,2387950.2
1,2011-03-25,1541102.3800000001,0,69.97,3.473,214.5999389,7.742,2011,3,12,1576818.06,1456800.28,1367320.01
1,2011-04-01,1495064.75,0,59.169999999999995,3.524,214.8371664,7.682,2011,4,13,1541102.3800000001,1636263.41,1444732.28
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,1495064.75,1553191.6300000001,1391013.96
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,1614259.35,1576818.06,1327405.42
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,1559889.0,1541102.3800000001,1316899.31
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,1564819.81,1495064.75,1606629.58
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,1455090.69,1614259.35,1649614.93
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,1629391.28,1559889.0,1686842.78
1,2011-05-20,1428218.27,0,67.63,3.9069999999999996,215.7339202,7.682,2011,5,20,1604775.58,1564819.81,1456800.28
1,2011-05-27,1466046.67,0,77.72,3.7859999999999996,215.5037878,7.682,2011,5,21,1428218.27,1455090.69,1636263.41
1,2011-06-03,1635078.41,0,83.0,3.6990000000000003,215.2736553,7.682,2011,6,22,1466046.67,1629391.28,1553191.6300000001
1,2011-06-10,1588948.32,0,83.13,3.6479999999999997,215.0435229,7.682,2011,6,23,1635078.41,1604775.58,1576818.06
1,2011-06-17,1532114.86,0,86.41,3.6369999999999996,214.9980596,7.682,2011,6,24,1588948.32,1428218.27,1541102.3800000001
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,1532114.86,1466046.67,1495064.75
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.961999999999999,2011,7,26,1438830.15,1635078.41,1614259.35
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962000000000001,2011,7,27,1488538.09,1588948.32,1559889.0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962000000000001,2011,7,28,1534849.64,1532114.86,1564819.81
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.961999999999999,2011,7,29,1455119.97,1438830.15,1455090.69
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.961999999999999,2011,7,30,1396926.82,1488538.09,1629391.28
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962000000000001,2011,8,31,1352219.79,1534849.64,1604775.58
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962000000000001,2011,8,32,1624383.75,1455119.97,1428218.27
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,1525147.09,1396926.82,1466046.67
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,1530761.43,1352219.79,1635078.41
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,1464693.46,1624383.75,1588948.32
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,1550229.22,1525147.09,1532114.86
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962000000000001,2011,9,37,1540471.24,1530761.43,1438830.15
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,1514259.78,1464693.46,1488538.09
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,1380020.27,1550229.22,1534849.64
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,1394561.83,1540471.24,1455119.97
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,1630989.95,1514259.78,1396926.82
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,1493525.93,1380020.27,1352219.79
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,1502562.78,1394561.83,1624383.75
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,1445249.09,1630989.95,1525147.09
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,1697229.58,1493525.93,1530761.43
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,1594938.89,1502562.78,1464693.46
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,1539483.7,1445249.09,1550229.22
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,2033320.66,1697229.58,1540471.24
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,1584083.95,1594938.89,1514259.78
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,1799682.38,1539483.7,1380020.27
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,1881176.67,2033320.66,1394561.83
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,2270188.99,1584083.95,1630989.95
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348000000000001,2012,1,1,1497462.72,1799682.38,1493525.93
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,1550369.92,1881176.67,1502562.78
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,1459601.17,2270188.99,1445249.09
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,1394393.84,1497462.72,1697229.58
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348000000000001,2012,2,5,1319325.59,1550369.92,1594938.89
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,1636339.65,1459601.17,1539483.7
1,2012-02-17,1819870.0,0,45.32,3.5099999999999993,220.4257586,7.348,2012,2,7,1802477.43,1394393.84,2033320.66
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348000000000001,2012,2,8,1819870.0,1319325.59,1584083.95
1,2012-03-02,1688420.76,0,60.96,3.6300000000000003,220.8480454,7.348000000000001,2012,3,9,1539387.83,1636339.65,1799682.38
1,2012-03-09,1675431.16,0,58.76,3.6690000000000005,221.0591887,7.348,2012,3,10,1688420.76,1802477.43,1881176.67
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348000000000001,2012,3,11,1675431.16,1819870.0,2270188.99
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,1677472.78,1539387.83,1497462.72
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,1511068.07,1688420.76,1550369.92
1,2012-04-06,1899676.8800000001,0,70.43,3.891,221.4356112,7.142999999999999,2012,4,14,1649604.63,1675431.16,1459601.17
1,2012-04-13,1621031.7,0,69.07,3.8910000000000005,221.5102105,7.143,2012,4,15,1899676.8800000001,1677472.78,1394393.84
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,1621031.7,1511068.07,1319325.59
1,2012-04-27,1468928.3699999999,0,67.23,3.8139999999999996,221.6179368,7.143,2012,4,17,1521577.87,1649604.63,1636339.65
1,2012-05-04,1684519.99,0,75.55,3.7490000000000006,221.6718,7.143,2012,5,18,1468928.3699999999,1899676.8800000001,1802477.43
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,1684519.99,1621031.7,1819870.0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,1611096.05,1521577.87,1539387.83
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,1595901.87,1468928.3699999999,1688420.76
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,1555444.55,1684519.99,1675431.16
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.142999999999999,2012,6,23,1624477.58,1611096.05,1677472.78
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,1697230.96,1595901.87,1511068.07
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,1630607.0,1555444.55,1649604.63
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,1527845.81,1624477.58,1899676.8800000001
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,1540421.49,1697230.96,1621031.7
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,1769854.16,1630607.0,1521577.87
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,1527014.04,1527845.81,1468928.3699999999
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,1497954.76,1540421.49,1684519.99
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,1439123.71,1769854.16,1611096.05
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,1631135.79,1527014.04,1595901.87
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,1592409.97,1497954.76,1555444.55
1,2012-08-24,1494122.38,0,77.66,3.6199999999999997,222.1719457,6.908,2012,8,34,1597868.05,1439123.71,1624477.58
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,1494122.38,1631135.79,1697230.96
1,2012-09-07,1661767.33,1,83.96,3.7300000000000004,222.4390153,6.908,2012,9,36,1582083.4,1592409.97,1630607.0
1,2012-09-14,1517428.8699999999,0,74.97,3.7170000000000005,222.5820193,6.908,2012,9,37,1661767.33,1597868.05,1527845.81
1,2012-09-21,1506126.06,0,69.87,3.7210000000000005,222.7818386,6.908,2012,9,38,1517428.8699999999,1494122.38,1540421.49
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,1506126.06,1582083.4,1769854.16
1,2012-10-05,1670785.97,0,68.55,3.6169999999999995,223.1814772,6.573,2012,10,40,1437059.26,1661767.33,1527014.04
1,2012-10-12,1573072.81,0,62.99000000000001,3.601,223.3812965,6.573,2012,10,41,1670785.97,1517428.8699999999,1497954.76
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,1573072.81,1506126.06,1439123.71
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,1508068.77,1437059.26,1631135.79
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,1821990.93,2066187.72,2136989.46
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,1802450.29,1954689.21,2137809.5
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,2042581.71,1874957.94,2124451.54
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,1880752.36,1821990.93,1865097.27
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,1896937.1,1802450.29,1991013.13
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,1957113.89,2042581.71,1990483.78
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,2102539.93,1880752.36,1946070.88
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,2025538.76,1896937.1,1750197.81
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,2001636.96,1957113.89,2066187.72
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,1939927.09,2102539.93,1954689.21
2,2010-07-09,1880902.6199999999,0,82.59,2.642,210.7657317,8.099,2010,7,27,2003940.64,2025538.76,1874957.94
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,1880902.6199999999,2001636.96,1821990.93
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,1845879.79,1939927.09,1802450.29
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,1781717.71,2003940.64,2042581.71
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,1804246.16,1880902.6199999999,1880752.36
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,1991909.98,1845879.79,1896937.1
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,1895601.05,1781717.71,1957113.89
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,1964335.23,1804246.16,2102539.93
2,2010-09-03,1904608.0899999999,0,81.83,2.577,211.1886931,8.099,2010,9,35,1863840.49,1991909.98,2025538.76
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,1904608.0899999999,1895601.05,2001636.96
2,2010-09-17,1793903.5999999999,0,82.05,2.582,211.1806415,8.099,2010,9,37,1839128.83,1964335.23,1939927.09
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,1793903.5999999999,1863840.49,2003940.64
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,1724557.22,1904608.0899999999,1880902.6199999999
2,2010-10-08,1849921.44,0,63.190000000000005,2.633,211.4044906,8.163,2010,10,40,1827440.43,1839128.83,1845879.79
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,1849921.44,1793903.5999999999,1781717.71
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,1794355.49,1724557.22,1804246.16
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,1737947.64,1827440.43,1991909.98
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,1802755.11,1849921.44,1895601.05
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,1939061.41,1794355.49,1964335.23
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,1916812.74,1737947.64,1863840.49
2,2010-11-26,2658725.29,1,62.97999999999999,2.735,211.4062867,8.163,2010,11,47,1956739.17,1802755.11,1904608.0899999999
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,2658725.29,1939061.41,1839128.83
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,49,2015781.27,1916812.74,1793903.5999999999
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,2378726.55,1956739.17,1724557.22
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,2609166.75,2658725.29,1827440.43
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,3436007.68,2015781.27,1849921.44
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,1750434.55,2378726.55,1794355.49
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,2,1758050.79,2609166.75,1737947.64
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,3,1744193.58,3436007.68,1802755.11
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,4,1751384.9,1750434.55,1939061.41
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,5,1695371.68,1758050.79,1916812.74
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,6,1929346.23,1744193.58,1956739.17
2,2011-02-18,2080884.82,0,57.830000000000005,3.045,212.9033115,8.028,2011,2,7,2168041.61,1751384.9,2658725.29
2,2011-02-25,1833511.08,0,60.800000000000004,3.065,213.190421,8.028,2011,2,8,2080884.82,1695371.68,2015781.27
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,9,1833511.08,1929346.23,2378726.55
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,10,1981607.78,2168041.61,2609166.75
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,11,1879107.31,2080884.82,3436007.68
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,12,1902557.66,1833511.08,1750434.55
2,2011-04-01,1800171.3599999999,0,55.43,3.524,214.4886908,7.931,2011,4,13,1766162.05,1981607.78,1758050.79
2,2011-04-08,1847552.6099999999,0,67.0,3.622,214.7252242,7.931000000000001,2011,4,14,1800171.3599999999,1879107.31,1744193.58
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,1847552.6099999999,1902557.66,1751384.9
2,2011-04-22,1886339.5999999999,0,69.39,3.8069999999999995,215.1096657,7.931,2011,4,16,1856467.84,1766162.05,1695371.68
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931000000000001,2011,4,17,1886339.5999999999,1800171.3599999999,1929346.23
2,2011-05-06,1837743.6,0,61.48,3.9060000000000006,215.4448709,7.930999999999999,2011,5,18,1745545.28,1847552.6099999999,2168041.61
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.930999999999999,2011,5,19,1837743.6,1856467.84,2080884.82
2,2011-05-20,1688281.8599999999,0,67.14,3.907,215.3834778,7.930999999999999,2011,5,20,1838513.07,1886339.5999999999,1833511.08
2,2011-05-27,1797732.56,0,76.42,3.7859999999999996,215.1544822,7.931,2011,5,21,1688281.8599999999,1745545.28,1981607.78
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.930999999999999,2011,6,22,1797732.56,1837743.6,1879107.31
2,2011-06-10,1929153.1600000001,0,83.4,3.6479999999999997,214.6964908,7.931,2011,6,23,1933756.21,1838513.07,1902557.66
2,2011-06-17,1953771.99,0,86.53,3.6369999999999996,214.6513538,7.931000000000001,2011,6,24,1929153.1600000001,1688281.8599999999,1766162.05
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.930999999999999,2011,6,25,1953771.99,1797732.56,1800171.3599999999
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.851999999999999,2011,7,26,1790925.8,1933756.21,1847552.6099999999
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.851999999999999,2011,7,27,1866243.0,1929153.1600000001,1856467.84
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.851999999999999,2011,7,28,1853161.99,1953771.99,1886339.5999999999
2,2011-07-22,1743816.41,0,89.34,3.6510000000000002,215.0749122,7.852000000000001,2011,7,29,1785187.29,1790925.8,1745545.28
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.851999999999999,2011,7,30,1743816.41,1866243.0,1837743.6
2,2011-08-05,1876704.26,0,93.34,3.6839999999999997,215.1978515,7.851999999999999,2011,8,31,1680693.06,1853161.99,1838513.07
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852000000000001,2011,8,32,1876704.26,1785187.29,1688281.8599999999
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852000000000001,2011,8,33,1812768.26,1743816.41,1797732.56
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,34,1844094.59,1680693.06,1933756.21
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,35,1821139.91,1876704.26,1929153.1600000001
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,36,1809119.7,1812768.26,1953771.99
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,37,1748000.65,1844094.59,1790925.8
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,38,1691439.52,1821139.91,1866243.0
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852000000000001,2011,9,39,1669299.78,1809119.7,1853161.99
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441000000000001,2011,10,40,1650394.44,1748000.65,1785187.29
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441000000000001,2011,10,41,1837553.43,1691439.52,1743816.41
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441000000000001,2011,10,42,1743882.19,1669299.78,1680693.06
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.440999999999999,2011,10,43,1834680.25,1650394.44,1876704.26
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441000000000001,2011,11,44,1769296.25,1837553.43,1812768.26
2,2011-11-11,1920725.15,0,59.330000000000005,3.297,217.6455387,7.440999999999999,2011,11,45,1959707.9,1743882.19,1844094.59
2,2011-11-18,1902762.5,0,62.00999999999999,3.308,217.8670218,7.441,2011,11,46,1920725.15,1834680.25,1821139.91
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,47,1902762.5,1769296.25,1809119.7
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441000000000001,2011,12,48,2614202.3,1959707.9,1748000.65
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,49,1954952.0,1920725.15,1691439.52
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,50,2290549.32,1902762.5,1669299.78
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,51,2432736.52,2614202.3,1650394.44
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,52,3224369.8,1954952.0,1837553.43
2,2012-01-06,1799520.1400000001,0,46.75,3.157,219.355063,7.057,2012,1,1,1874226.52,2290549.32,1743882.19
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,2,1799520.1400000001,2432736.52,1834680.25
